Block Address with Zip,Crime Count,SafetyScore,ZipCode,block,street,lat,lng
"0 BLOCK  QUINCY CT, 02113",3,84.40643863179075,2113,0,QUINCY CT,42.363364,-71.0537291
"0 BLOCK  QUINCY PL, 02121",4,75.85513078470825,2121,0,QUINCY PL,42.3160465,-71.08179849999999
"0 BLOCK  QUINCY ST, 02119",23,30.14755197853789,2119,0,QUINCY ST,42.3162204,-71.08231719999999
"0 BLOCK  QUINCY ST, 02121",25,27.90073775989269,2121,0,QUINCY ST,42.3162204,-71.08231719999999
"0 BLOCK  QUINN WAY, 02132",5,70.03688799463448,2132,0,QUINN WAY,42.2828335,-71.1567116
"0 BLOCK  QUINT AVE, 02134",35,20.35546613011402,2134,0,QUINT AVE,42.353179,-71.1340331
"0 BLOCK  RADCLIFFE RD, 02126",11,48.52448021462106,2126,0,RADCLIFFE RD,42.2688273,-71.1036132
"0 BLOCK  RADCLIFFE RD, 02134",6,64.738430583501,2134,0,RADCLIFFE RD,42.3508033,-71.1336706
"0 BLOCK  RADCLIFFE ST, 02121",21,32.14285714285714,2121,0,RADCLIFFE ST,42.3005856,-71.0783059
"0 BLOCK  RADFORD LN, 02124",6,64.738430583501,2124,0,RADFORD LN,42.2841732,-71.0610287
"0 BLOCK  RADNOR RD, 02135",15,39.87256874580818,2135,0,RADNOR RD,42.3409016,-71.15928559999999
"0 BLOCK  RAINSFORD ISLAND, 02210",2,100.0,2210,0,RAINSFORD ISLAND,42.3517272,-71.0408624
"0 BLOCK  RALDNE RD, 02136",22,31.15358819584172,2136,0,RALDNE RD,42.2545402,-71.1407419
"0 BLOCK  RALWOOD RD, 02126",4,75.85513078470825,2126,0,RALWOOD RD,42.26656879999999,-71.1026381
"0 BLOCK  RAMSDELL AVE, 02131",5,70.03688799463448,2131,0,RAMSDELL AVE,42.27689530000001,-71.1191327
"0 BLOCK  RAMSEY ST, 02125",35,20.35546613011402,2125,0,RAMSEY ST,42.3175908,-71.065287
"0 BLOCK  RAND ST, 02119",2,100.0,2119,0,RAND ST,,
"0 BLOCK  RANDOLPH ST, 02118",12,46.12676056338029,2118,0,RANDOLPH ST,42.3418231,-71.0656097
"0 BLOCK  RANELEGH RD, 02135",11,48.52448021462106,2135,0,RANELEGH RD,42.35539379999999,-71.1609982
"0 BLOCK  RANGE RD, 02124",3,84.40643863179075,2124,0,RANGE RD,42.2816873,-71.0654289
"0 BLOCK  RANGELEY ST, 02124",2,100.0,2124,0,RANGELEY ST,42.2799158,-71.0600441
"0 BLOCK  RANSOM RD, 02135",11,48.52448021462106,2135,0,RANSOM RD,42.34365650000001,-71.14439709999999
"0 BLOCK  RAVEN ST, 02125",8,56.87458081824279,2125,0,RAVEN ST,42.3189566,-71.05451479999999
"0 BLOCK  RAWSON ST, 02125",3,84.40643863179075,2125,0,RAWSON ST,42.3261239,-71.0577821
"0 BLOCK  RAYMOND ST, 02134",19,34.607645875251514,2134,0,RAYMOND ST,42.3619341,-71.135757
"0 BLOCK  RAYNOR CIR, 02120",31,22.98792756539235,2120,0,RAYNOR CIR,42.3340054,-71.0861268
"0 BLOCK  RAYNOR CIRCLE, 02120",3,84.40643863179075,2120,0,RAYNOR CIRCLE,42.3340054,-71.0861268
"0 BLOCK  READING ST, 02119",10,50.93896713615024,2119,0,READING ST,42.3314409,-71.073452
"0 BLOCK  READVILLE ST, 02136",43,16.297786720321927,2136,0,READVILLE ST,42.2449977,-71.1360162
"0 BLOCK  RECTOR RD, 02126",12,46.12676056338029,2126,0,RECTOR RD,42.2650972,-71.09927940000001
"0 BLOCK  RECTOR ROAD, 02126",2,100.0,2126,0,RECTOR ROAD,42.2650972,-71.09927940000001
"0 BLOCK  REDDY AVE, 02136",23,30.14755197853789,2136,0,REDDY AVE,42.261589,-71.1112886
"0 BLOCK  REDFIELD ST, 02122",8,56.87458081824279,2122,0,REDFIELD ST,42.2884131,-71.04039329999999
"0 BLOCK  REDLANDS RD, 02132",8,56.87458081824279,2132,0,REDLANDS RD,42.2874358,-71.15104699999999
"0 BLOCK  REED ST, 02118",24,29.10798122065728,2118,0,REED ST,42.3349513,-71.0763532
"0 BLOCK  REEDSDALE ST, 02134",13,44.26559356136821,2134,0,REEDSDALE ST,42.3509624,-71.1298377
"0 BLOCK  REGAN RD, 02124",2,100.0,2124,0,REGAN RD,42.2819166,-71.0668575
"0 BLOCK  REGENT SQ, 02119",4,75.85513078470825,2119,0,REGENT SQ,42.3235833,-71.0873258
"0 BLOCK  REGENT ST, 02119",28,25.16767270288397,2119,0,REGENT ST,42.325777,-71.0838926
"0 BLOCK  REGINA RD, 02124",28,25.16767270288397,2124,0,REGINA RD,42.2950395,-71.0720249
"0 BLOCK  REGIS RD, 02126",36,19.634473507712947,2126,0,REGIS RD,42.2696224,-71.0968905
"0 BLOCK  REGIS ROAD, 02126",3,84.40643863179075,2126,0,REGIS ROAD,42.2696224,-71.0968905
"0 BLOCK  REMINGTON ST, 02124",2,100.0,2124,0,REMINGTON ST,42.2931839,-71.0646355
"0 BLOCK  REV RICHARD A BURKE ST, 02127",71,8.266264252179745,2127,0,REV RICHARD A BURKE ST,42.3364553,-71.0349193
"0 BLOCK  REVERE ST, 02114",26,26.86116700201208,2114,0,REVERE ST,42.3595231,-71.06650549999999
"0 BLOCK  REVERE ST, 02130",2,100.0,2130,0,REVERE ST,42.3102335,-71.1103007
"0 BLOCK  REXFORD ST, 02126",28,25.16767270288397,2126,0,REXFORD ST,42.2712547,-71.0937752
"0 BLOCK  REXHAME ST, 02131",6,64.738430583501,2131,0,REXHAME ST,42.2860605,-71.1432222
"0 BLOCK  REYNOLD RD, 02136",2,100.0,2136,0,REYNOLD RD,42.2410676,-71.1371747
"0 BLOCK  RHOADES ST, 02124",25,27.90073775989269,2124,0,RHOADES ST,42.2850337,-71.091298
"0 BLOCK  RHODA ST, 02132",3,84.40643863179075,2132,0,RHODA ST,42.2871461,-71.14606289999999
"0 BLOCK  RICHFIELD PARK, 02121",2,100.0,2121,0,RICHFIELD PARK,42.3067487,-71.0712193
"0 BLOCK  RICHFIELD ST, 02121",11,48.52448021462106,2121,0,RICHFIELD ST,42.3097702,-71.072191
"0 BLOCK  RICHFIELD ST, 02125",51,13.363514419852452,2125,0,RICHFIELD ST,42.3097702,-71.072191
"0 BLOCK  RICHMERE RD, 02126",9,53.923541247484906,2126,0,RICHMERE RD,42.2704234,-71.100704
"0 BLOCK  RICHMOND ST, 02109",2,100.0,2109,0,RICHMOND ST,42.3616965,-71.0519406
"0 BLOCK  RICHMOND ST, 02110",2,100.0,2110,0,RICHMOND ST,,
"0 BLOCK  RICHMOND ST, 02124",13,44.26559356136821,2124,0,RICHMOND ST,42.27359149999999,-71.0700212
"0 BLOCK  RICHVIEW ST, 02124",9,53.923541247484906,2124,0,RICHVIEW ST,42.2786417,-71.06051149999999
"0 BLOCK  RICHWOOD ST, 02132",5,70.03688799463448,2132,0,RICHWOOD ST,42.2845851,-71.15681579999999
"0 BLOCK  RIDGE ST, 02131",5,70.03688799463448,2131,0,RIDGE ST,42.2853791,-71.12032599999999
"0 BLOCK  RIDGECREST DR, 02132",2,100.0,2132,0,RIDGECREST DR,42.2638694,-71.1532623
"0 BLOCK  RIDGECREST TER, 02132",32,22.31723675385648,2132,0,RIDGECREST TER,42.2631687,-71.1535402
"0 BLOCK  RIDGEMONT ST, 02134",12,46.12676056338029,2134,0,RIDGEMONT ST,42.351499,-71.1400881
"0 BLOCK  RIDGEVIEW AVE, 02126",7,60.39570757880617,2126,0,RIDGEVIEW AVE,42.27096239999999,-71.085573
"0 BLOCK  RIDGEWOOD ST, 02122",91,5.633802816901412,2122,0,RIDGEWOOD ST,42.3016021,-71.06767830000001
"0 BLOCK  RIDLON RD, 02126",8,56.87458081824279,2126,0,RIDLON RD,42.2683836,-71.1056303
"0 BLOCK  RILEY RD, 02136",12,46.12676056338029,2136,0,RILEY RD,42.2363522,-71.1288371
"0 BLOCK  RILL ST, 02125",12,46.12676056338029,2125,0,RILL ST,42.3122278,-71.0643079
"0 BLOCK  RING RD, 02199",97,5.063715627095911,2199,0,RING RD,42.3476193,-71.0800208
"0 BLOCK  RING ROAD, 02199",20,33.433936955063714,2199,0,RING ROAD,42.3476193,-71.0800208
"0 BLOCK  RIPLEY RD, 02121",22,31.15358819584172,2121,0,RIPLEY RD,42.298352,-71.0757812
"0 BLOCK  RIPLEY ROAD, 02121",2,100.0,2121,0,RIPLEY ROAD,42.298352,-71.0757812
"0 BLOCK  RITA RD, 02124",3,84.40643863179075,2124,0,RITA RD,42.2832371,-71.0510942
"0 BLOCK  RITCHIE ST, 02119",7,60.39570757880617,2119,0,RITCHIE ST,42.3225424,-71.0983764
"0 BLOCK  RIVER ST TER, 02136",6,64.738430583501,2136,0,RIVER ST TER,42.2612825,-71.1125665
"0 BLOCK  RIVER ST, 02108",6,64.738430583501,2108,0,RIVER ST,42.3577123,-71.0707192
"0 BLOCK  RIVER ST, 02124",75,7.629107981220661,2124,0,RIVER ST,42.2724769,-71.0694049
"0 BLOCK  RIVER ST, 02126",62,10.060362173038229,2126,0,RIVER ST,42.2724769,-71.0694049
"0 BLOCK  RIVERBANK PL, 02126",2,100.0,2126,0,RIVERBANK PL,42.269162,-71.0914418
"0 BLOCK  RIVERDALE ST, 02134",3,84.40643863179075,2134,0,RIVERDALE ST,42.36328049999999,-71.1321942
"0 BLOCK  RIVERMOOR ST, 02132",3,84.40643863179075,2132,0,RIVERMOOR ST,42.2790419,-71.1756145
"0 BLOCK  RIVERSIDE SQ, 02136",12,46.12676056338029,2136,0,RIVERSIDE SQ,42.259267,-71.1152697
"0 BLOCK  RIVERVIEW RD, 02135",3,84.40643863179075,2135,0,RIVERVIEW RD,42.3570869,-71.1620502
"0 BLOCK  RIVERVIEW ROAD, 02135",2,100.0,2135,0,RIVERVIEW ROAD,42.3570869,-71.1620502
"0 BLOCK  ROACH ST, 02125",9,53.923541247484906,2125,0,ROACH ST,42.3104815,-71.0577834
"0 BLOCK  ROANOKE AVE, 02130",3,84.40643863179075,2130,0,ROANOKE AVE,42.3102335,-71.1103007
"0 BLOCK  ROANOKE RD, 02136",5,70.03688799463448,2136,0,ROANOKE RD,42.2706975,-71.1101698
"0 BLOCK  ROBERT ST, 02131",9,53.923541247484906,2131,0,ROBERT ST,42.2869687,-71.1314621
"0 BLOCK  ROBESON ST, 02130",12,46.12676056338029,2130,0,ROBESON ST,42.3099795,-71.1023968
"0 BLOCK  ROBEY ST, 02119",11,48.52448021462106,2119,0,ROBEY ST,42.3230572,-71.0682583
"0 BLOCK  ROBEY ST, 02125",8,56.87458081824279,2125,0,ROBEY ST,42.3230572,-71.0682583
"0 BLOCK  ROBIN HOOD ST, 02125",8,56.87458081824279,2125,0,ROBIN HOOD ST,42.3174484,-71.070397
"0 BLOCK  ROBIN ST, 02132",10,50.93896713615024,2132,0,ROBIN ST,42.2758005,-71.1470729
"0 BLOCK  ROBINSON ST, 02122",33,21.5962441314554,2122,0,ROBINSON ST,42.3031433,-71.0606171
"0 BLOCK  ROBINWOOD AVE, 02130",146,2.448021462105965,2130,0,ROBINWOOD AVE,42.3170451,-71.1133662
"0 BLOCK  ROBKEN RD, 02131",4,75.85513078470825,2131,0,ROBKEN RD,42.2929276,-71.13365019999999
"0 BLOCK  ROCK TER, 02121",7,60.39570757880617,2121,0,ROCK TER,42.3056467,-71.0722621
"0 BLOCK  ROCK TERRACE, 02121",2,100.0,2121,0,ROCK TERRACE,42.3056467,-71.0722621
"0 BLOCK  ROCKDALE ST, 02126",33,21.5962441314554,2126,0,ROCKDALE ST,42.26882,-71.0960742
"0 BLOCK  ROCKFORD ST, 02119",2,100.0,2119,0,ROCKFORD ST,42.323254,-71.07189509999999
"0 BLOCK  ROCKINGHAM AV, 02132",2,100.0,2132,0,ROCKINGHAM AV,42.2639681,-71.1543658
"0 BLOCK  ROCKINGHAM AVE, 02132",52,12.826961770623749,2132,0,ROCKINGHAM AVE,42.2639681,-71.1543658
"0 BLOCK  ROCKINGHAM RD, 02126",7,60.39570757880617,2126,0,ROCKINGHAM RD,42.2704576,-71.1022998
"0 BLOCK  ROCKLAND AVE, 02119",4,75.85513078470825,2119,0,ROCKLAND AVE,42.3220372,-71.0837872
"0 BLOCK  ROCKLAND ST, 02119",43,16.297786720321927,2119,0,ROCKLAND ST,42.3218961,-71.0829059
"0 BLOCK  ROCKLAND ST, 02132",23,30.14755197853789,2132,0,ROCKLAND ST,42.2588567,-71.15967549999999
"0 BLOCK  ROCKLEDGE ST, 02119",3,84.40643863179075,2119,0,ROCKLEDGE ST,42.3268559,-71.09022809999999
"0 BLOCK  ROCKVALE CIR, 02130",18,35.798122065727696,2130,0,ROCKVALE CIR,42.3077697,-71.10622029999999
"0 BLOCK  ROCKVALE CIRCLE, 02130",3,84.40643863179075,2130,0,ROCKVALE CIRCLE,42.3077697,-71.10622029999999
"0 BLOCK  ROCKVIEW ST, 02130",17,37.156270959087855,2130,0,ROCKVIEW ST,42.3164282,-71.1088889
"0 BLOCK  ROCKVILLE PARK, 02119",19,34.607645875251514,2119,0,ROCKVILLE PARK,42.3246838,-71.08289669999999
"0 BLOCK  ROCKWAY ST, 02126",3,84.40643863179075,2126,0,ROCKWAY ST,42.2707209,-71.0944962
"0 BLOCK  ROCKWELL ST, 02124",55,11.753856472166335,2124,0,ROCKWELL ST,42.2838743,-71.0715645
"0 BLOCK  ROCKWOOD ST, 02130",5,70.03688799463448,2130,0,ROCKWOOD ST,42.3118632,-71.12765399999999
"0 BLOCK  ROCKWOOD TER, 02130",2,100.0,2130,0,ROCKWOOD TER,42.3130891,-71.1274919
"0 BLOCK  RODMAN ST, 02130",2,100.0,2130,0,RODMAN ST,42.293494,-71.1166185
"0 BLOCK  ROGERS PARK AVE, 02135",7,60.39570757880617,2135,0,ROGERS PARK AVE,42.3475622,-71.1613308
"0 BLOCK  ROGERS ST, 02127",17,37.156270959087855,2127,0,ROGERS ST,42.3299101,-71.0556052
"0 BLOCK  ROLAND ST, 02129",12,46.12676056338029,2129,0,ROLAND ST,42.3820497,-71.07734219999999
"0 BLOCK  ROLLINS ST, 02118",6,64.738430583501,2118,0,ROLLINS ST,42.3418769,-71.0682934
"0 BLOCK  ROMSEY ST, 02125",23,30.14755197853789,2125,0,ROMSEY ST,42.316449,-71.05638569999999
"0 BLOCK  RONALD ST, 02121",38,18.661971830985912,2121,0,RONALD ST,42.3048633,-71.0786904
"0 BLOCK  RONAN ST, 02125",21,32.14285714285714,2125,0,RONAN ST,42.3113861,-71.06731839999999
"0 BLOCK  ROSA ST, 02136",14,42.25352112676056,2136,0,ROSA ST,42.2614028,-71.112118
"0 BLOCK  ROSARIA ST, 02122",2,100.0,2122,0,ROSARIA ST,42.2859124,-71.0495373
"0 BLOCK  ROSE GARDEN CIR, 02135",3,84.40643863179075,2135,0,ROSE GARDEN CIR,42.3421499,-71.1585502
"0 BLOCK  ROSEBERY RD, 02126",8,56.87458081824279,2126,0,ROSEBERY RD,42.2771417,-71.0913748
"0 BLOCK  ROSECLAIR ST, 02125",63,9.741784037558688,2125,0,ROSECLAIR ST,42.3212522,-71.0611432
"0 BLOCK  ROSECLIFF ST, 02131",3,84.40643863179075,2131,0,ROSECLIFF ST,42.2823357,-71.1324714
"0 BLOCK  ROSEDALE ST, 02124",21,32.14285714285714,2124,0,ROSEDALE ST,42.2926165,-71.0721179
"0 BLOCK  ROSELAND ST, 02124",13,44.26559356136821,2124,0,ROSELAND ST,42.2909625,-71.06459079999999
"0 BLOCK  ROSEMARY ST, 02130",11,48.52448021462106,2130,0,ROSEMARY ST,42.3042472,-71.1147004
"0 BLOCK  ROSEMONT ST, 02122",10,50.93896713615024,2122,0,ROSEMONT ST,42.2924345,-71.0573611
"0 BLOCK  ROSEMONT ST, 02126",9,53.923541247484906,2126,0,ROSEMONT ST,42.2658132,-71.1038896
"0 BLOCK  ROSEWAY ST, 02130",5,70.03688799463448,2130,0,ROSEWAY ST,42.3191034,-71.1119439
"0 BLOCK  ROSEWOOD ST, 02126",34,20.875251509054326,2126,0,ROSEWOOD ST,42.2692925,-71.0967122
"0 BLOCK  ROSLIN ST, 02124",9,53.923541247484906,2124,0,ROSLIN ST,42.2864614,-71.0711341
"0 BLOCK  ROSLINDALE AVE, 02131",3,84.40643863179075,2131,0,ROSLINDALE AVE,42.2849878,-71.1333906
"0 BLOCK  ROSSELERIN RD, 02122",7,60.39570757880617,2122,0,ROSSELERIN RD,42.292012,-71.0538524
"0 BLOCK  ROSSETER ST, 02121",63,9.741784037558688,2121,0,ROSSETER ST,42.3043579,-71.07687969999999
"0 BLOCK  ROSSMORE RD, 02130",20,33.433936955063714,2130,0,ROSSMORE RD,42.305608,-71.1082753
"0 BLOCK  ROSWELL ST, 02119",4,75.85513078470825,2119,0,ROSWELL ST,42.3249442,-71.070303
"0 BLOCK  ROUND HILL ST, 02130",17,37.156270959087855,2130,0,ROUND HILL ST,42.3232222,-71.1040634
"0 BLOCK  ROWE CT, 02131",2,100.0,2131,0,ROWE CT,42.2801668,-71.1203489
"0 BLOCK  ROWE ST, 02131",10,50.93896713615024,2131,0,ROWE ST,42.2847292,-71.1204015
"0 BLOCK  ROWELL ST, 02125",15,39.87256874580818,2125,0,ROWELL ST,42.3125513,-71.06440479999999
"0 BLOCK  ROWENA ST, 02124",7,60.39570757880617,2124,0,ROWENA ST,42.2850064,-71.06148329999999
"0 BLOCK  ROWES WHARF, 02110",11,48.52448021462106,2110,0,ROWES WHARF,42.3570298,-71.05076629999999
"0 BLOCK  ROWES WHRF, 02110",58,10.982562038900069,2110,0,ROWES WHRF,42.3570298,-71.05076629999999
"0 BLOCK  ROXANA ST, 02136",5,70.03688799463448,2136,0,ROXANA ST,42.2516874,-71.1310465
"0 BLOCK  ROXBURY ST, 02119",129,3.0851777330650587,2119,0,ROXBURY ST,42.32978629999999,-71.08499309999999
"0 BLOCK  ROXBURY ST, 02120",15,39.87256874580818,2120,0,ROXBURY ST,42.32978629999999,-71.08499309999999
"0 BLOCK  ROXTON ST, 02121",41,17.253521126760564,2121,0,ROXTON ST,42.2984253,-71.08060360000002
"0 BLOCK  ROXTON, 02121",3,84.40643863179075,2121,0,ROXTON,42.2984253,-71.08060360000002
"0 BLOCK  ROYAL ST, 02134",25,27.90073775989269,2134,0,ROYAL ST,42.3571258,-71.12970419999999
"0 BLOCK  ROYCE RD, 02134",24,29.10798122065728,2134,0,ROYCE RD,42.3496323,-71.1319877
"0 BLOCK  ROYCE ROAD, 02134",2,100.0,2134,0,ROYCE ROAD,42.3496323,-71.1319877
"0 BLOCK  ROZELLA ST, 02122",3,84.40643863179075,2122,0,ROZELLA ST,42.2938766,-71.0569498
"0 BLOCK  RUGBY RD, 02126",30,23.725687458081826,2126,0,RUGBY RD,42.2709878,-71.1033899
"0 BLOCK  RUGBY ROAD, 02126",4,75.85513078470825,2126,0,RUGBY ROAD,42.2709878,-71.1033899
"0 BLOCK  RUGDALE RD, 02124",10,50.93896713615024,2124,0,RUGDALE RD,42.2762922,-71.06945619999999
"0 BLOCK  RUGDALE ROAD, 02124",2,100.0,2124,0,RUGDALE ROAD,42.2762922,-71.06945619999999
"0 BLOCK  RUGG RD, 02134",13,44.26559356136821,2134,0,RUGG RD,42.3545536,-71.1350863
"0 BLOCK  RUGGLES ST, 02119",32,22.31723675385648,2119,0,RUGGLES ST,42.331081,-71.08276169999999
"0 BLOCK  RUGGLES ST, 02120",10,50.93896713615024,2120,0,RUGGLES ST,42.331081,-71.08276169999999
"0 BLOCK  RUNNING BROOK RD, 02132",3,84.40643863179075,2132,0,RUNNING BROOK RD,42.2639022,-71.1503182
"0 BLOCK  RUSFIELD ST, 02118",7,60.39570757880617,2118,0,RUSFIELD ST,42.3284969,-71.0700975
"0 BLOCK  RUSHMORE ST, 02135",6,64.738430583501,2135,0,RUSHMORE ST,42.3458344,-71.15480509999999
"0 BLOCK  RUSKINDALE RD, 02126",4,75.85513078470825,2126,0,RUSKINDALE RD,42.2701374,-71.1103093
"0 BLOCK  RUSSELL ST, 02129",22,31.15358819584172,2129,0,RUSSELL ST,42.3789287,-71.0641815
"0 BLOCK  RUSSETT RD, 02132",6,64.738430583501,2132,0,RUSSETT RD,42.2887294,-71.1485897
"0 BLOCK  RUTHERFORD AVE, 02129",32,22.31723675385648,2129,0,RUTHERFORD AVE,42.37192659999999,-71.0638393
"0 BLOCK  RUTHVEN ST, 02121",44,15.912139503688804,2121,0,RUTHVEN ST,42.3146399,-71.0936028
"0 BLOCK  RUTLAND SQ, 02118",21,32.14285714285714,2118,0,RUTLAND SQ,42.3410657,-71.0775709
"0 BLOCK  RUTLAND SQUARE, 02118",6,64.738430583501,2118,0,RUTLAND SQUARE,42.3410657,-71.0775709
"0 BLOCK  RUTLAND ST, 02118",51,13.363514419852452,2118,0,RUTLAND ST,42.33851629999999,-71.0744208
"0 BLOCK  RUXTON RD, 02126",5,70.03688799463448,2126,0,RUXTON RD,42.2702485,-71.10383879999999
"0 BLOCK  RYAN RD, 02135",4,75.85513078470825,2135,0,RYAN RD,42.35425679999999,-71.15182829999999
"0 BLOCK  S BREMEN ST, 02128",40,17.739771965124074,2128,0,S BREMEN ST,42.3677923,-71.0398355
"0 BLOCK  S CHARLAME CT, 02119",10,50.93896713615024,2119,0,S CHARLAME CT,42.31925589999999,-71.0855019
"0 BLOCK  S CHARLAME TER, 02119",2,100.0,2119,0,S CHARLAME TER,42.3190602,-71.08485019999999
"0 BLOCK  S CRESCENT CIRT, 02135",9,53.923541247484906,2135,0,S CRESCENT CIRT,42.3463503,-71.1626756
"0 BLOCK  S FAIRVIEW ST, 02131",3,84.40643863179075,2131,0,S FAIRVIEW ST,42.2880828,-71.1312813
"0 BLOCK  S HUNTINGTON AVE, 02130",108,4.325955734406439,2130,0,S HUNTINGTON AVE,42.331805,-71.11201369999999
"0 BLOCK  S MARKET ST, 02109",8,56.87458081824279,2109,0,S MARKET ST,42.3599717,-71.05485390000001
"0 BLOCK  S MUNROE TER, 02122",5,70.03688799463448,2122,0,S MUNROE TER,42.2927906,-71.0506394
"0 BLOCK  S POINT DR, 02125",2,100.0,2125,0,S POINT DR,42.3170959,-71.04007109999999
"0 BLOCK  S POINT DRIVE, 02125",4,75.85513078470825,2125,0,S POINT DRIVE,42.3170959,-71.04007109999999
"0 BLOCK  S RUSSELL ST, 02114",18,35.798122065727696,2114,0,S RUSSELL ST,42.3611267,-71.0660011
"0 BLOCK  S SYDNEY ST, 02125",4,75.85513078470825,2125,0,S SYDNEY ST,42.3112658,-71.0536898
"0 BLOCK  S WALTER ST, 02131",4,75.85513078470825,2131,0,S WALTER ST,42.2884825,-71.13428619999999
"0 BLOCK  S WAVERLY ST, 02135",21,32.14285714285714,2135,0,S WAVERLY ST,42.3582273,-71.1427483
"0 BLOCK  S WHITNEY ST, 02120",2,100.0,2120,0,S WHITNEY ST,42.3331999,-71.10198869999999
"0 BLOCK  SACHEM ST, 02120",4,75.85513078470825,2120,0,SACHEM ST,42.3319045,-71.1045972
"0 BLOCK  SACKVILLE ST, 02129",8,56.87458081824279,2129,0,SACKVILLE ST,42.3807094,-71.0652992
"0 BLOCK  SACO ST, 02122",3,84.40643863179075,2122,0,SACO ST,42.2969084,-71.055841
"0 BLOCK  SAFFORD ST, 02136",9,53.923541247484906,2136,0,SAFFORD ST,42.2656568,-71.1181654
"0 BLOCK  SAGAMORE ST, 02125",14,42.25352112676056,2125,0,SAGAMORE ST,42.3125556,-71.05538419999999
"0 BLOCK  SAINT ALBANS RD, 02115",10,50.93896713615024,2115,0,SAINT ALBANS RD,42.3348314,-71.1060407
"0 BLOCK  SAINT ALPHONSUS ST, 02120",85,6.338028169014088,2120,0,SAINT ALPHONSUS ST,42.3361285,-71.099313
"0 BLOCK  SAINT ANDREW RD, 02128",11,48.52448021462106,2128,0,SAINT ANDREW RD,42.3855826,-71.00508289999999
"0 BLOCK  SAINT BOTOLPH ST, 02116",82,6.606304493628434,2116,0,SAINT BOTOLPH ST,42.3464142,-71.07895859999999
"0 BLOCK  SAINT BRENDAN RD, 02124",2,100.0,2124,0,SAINT BRENDAN RD,42.2797118,-71.05076100000001
"0 BLOCK  SAINT CASIMIR ST, 02127",24,29.10798122065728,2127,0,SAINT CASIMIR ST,42.3396252,-71.0523929
"0 BLOCK  SAINT CHARLES ST, 02116",3,84.40643863179075,2116,0,SAINT CHARLES ST,42.346761,-71.072012
"0 BLOCK  SAINT CLARE RD, 02122",2,100.0,2122,0,SAINT CLARE RD,42.2914577,-71.0517294
"0 BLOCK  SAINT CYPRIANS PLACE, 02120",4,75.85513078470825,2120,0,SAINT CYPRIANS PLACE,42.3360384,-71.086443
"0 BLOCK  SAINT EDWARD RD, 02128",5,70.03688799463448,2128,0,SAINT EDWARD RD,42.384155,-71.0037315
"0 BLOCK  SAINT GEORGE ST, 02118",18,35.798122065727696,2118,0,SAINT GEORGE ST,42.3388332,-71.0715611
"0 BLOCK  SAINT GERMAIN ST, 02115",23,30.14755197853789,2115,0,SAINT GERMAIN ST,42.3459397,-71.0870759
"0 BLOCK  SAINT GREGORY ST, 02124",13,44.26559356136821,2124,0,SAINT GREGORY ST,42.2753926,-71.06743600000001
"0 BLOCK  SAINT JAMES AVE, 02116",19,34.607645875251514,2116,0,SAINT JAMES AVE,42.3505312,-71.0704555
"0 BLOCK  SAINT JAMES PL, 02119",2,100.0,2119,0,SAINT JAMES PL,42.3267265,-71.0865642
"0 BLOCK  SAINT JAMES ST, 02119",27,25.93896713615024,2119,0,SAINT JAMES ST,42.3259213,-71.0836817
"0 BLOCK  SAINT JOSEPH ST, 02130",2,100.0,2130,0,SAINT JOSEPH ST,42.3068472,-71.1153259
"0 BLOCK  SAINT LUKES RD, 02134",14,42.25352112676056,2134,0,SAINT LUKES RD,42.3521137,-71.126757
"0 BLOCK  SAINT MARGARET ST, 02125",21,32.14285714285714,2125,0,SAINT MARGARET ST,42.3224326,-71.06097559999999
"0 BLOCK  SAINT MARKS RD, 02122",6,64.738430583501,2122,0,SAINT MARKS RD,42.2912222,-71.0627877
"0 BLOCK  SAINT MARKS RD, 02124",17,37.156270959087855,2124,0,SAINT MARKS RD,42.2912222,-71.0627877
"0 BLOCK  SAINT MARTIN ST, 02129",9,53.923541247484906,2129,0,SAINT MARTIN ST,42.3821144,-71.0686774
"0 BLOCK  SAINT MARY'S ST, 02215",28,25.16767270288397,2215,0,SAINT MARY'S ST,42.349672,-71.10665
"0 BLOCK  SAINT PAUL'S AVE, 02130",2,100.0,2130,0,SAINT PAUL'S AVE,42.3092346,-71.1344615
"0 BLOCK  SAINT PETER ST, 02130",3,84.40643863179075,2130,0,SAINT PETER ST,42.3190439,-71.1071738
"0 BLOCK  SAINT RICHARD ST, 02119",15,39.87256874580818,2119,0,SAINT RICHARD ST,42.3235342,-71.084087
"0 BLOCK  SAINT ROSE ST, 02130",42,16.834339369550634,2130,0,SAINT ROSE ST,42.3045655,-71.11467979999999
"0 BLOCK  SAINT STEPHEN ST, 02115",41,17.253521126760564,2115,0,SAINT STEPHEN ST,42.3410471,-71.0893601
"0 BLOCK  SAINT THERESA AVE, 02132",2,100.0,2132,0,SAINT THERESA AVE,42.27887399999999,-71.1593487
"0 BLOCK  SAINT WILLIAM ST, 02125",3,84.40643863179075,2125,0,SAINT WILLIAM ST,42.3149247,-71.0567588
"0 BLOCK  SALCOMBE ST, 02125",6,64.738430583501,2125,0,SALCOMBE ST,42.31512840000001,-71.0608918
"0 BLOCK  SALEM ST, 02113",32,22.31723675385648,2113,0,SALEM ST,42.3772949,-71.0667378
"0 BLOCK  SALEM ST, 02129",8,56.87458081824279,2129,0,SALEM ST,42.3772949,-71.0667378
